"Generation","Identity","Population"
340,"0101",0.0
340,"0110",1.806179973983887
340,"0111",1.505149978319906
340,"1000",0.0
340,"1010",0.0
340,"1011",0.47712125471966244
340,"1100",0.0
340,"1110",0.0
350,"0000",0.0
350,"0001",0.47712125471966244
350,"0010",0.9030899869919435
350,"0011",8.999999962216378
350,"0100",0.0
350,"0101",0.0
350,"0110",1.5797835966168101
350,"0111",1.5440680443502757
350,"1000",0.0
350,"1010",0.0
350,"1011",0.3010299956639812
350,"1100",0.0
350,"1110",0.0
360,"0000",0.0
360,"0001",0.47712125471966244
360,"0010",0.9030899869919435
360,"0011",8.999999969599385
360,"0100",0.0
360,"0101",0.0
360,"0110",1.3222192947339193
360,"0111",1.5185139398778875
360,"1000",0.0
360,"1010",0.0
360,"1011",0.6020599913279624
360,"1100",0.0
360,"1110",0.0
370,"0000",0.0
370,"0001",0.47712125471966244
370,"0010",0.8450980400142568
370,"0011",8.999999975245213
370,"0100",0.0
370,"0101",0.0
370,"0110",1.0791812460476249
370,"0111",1.5185139398778875
370,"1000",0.0
370,"1010",0.0
370,"1011",0.47712125471966244
370,"1100",0.0
370,"1110",0.0
380,"0000",0.0
380,"0001",0.47712125471966244
380,"0010",0.9030899869919435
380,"0011",8.999999976982393
380,"0100",0.0
380,"0101",0.0
380,"0110",0.8450980400142568
380,"0111",1.4913616938342726
380,"1000",0.0
380,"1010",0.0
380,"1011",0.47712125471966244
380,"1100",0.0
380,"1110",0.0
390,"0000",0.0
390,"0001",0.47712125471966244
390,"0010",0.9030899869919435
390,"0011",8.999999977850981
390,"0100",0.0
390,"0101",0.0
390,"0110",0.7781512503836436
390,"0111",1.4913616938342726
390,"1000",0.0
390,"1010",0.0
390,"1011",0.6020599913279624
390,"1100",0.0
390,"1110",0.0
400,"0000",0.0
400,"0001",0.47712125471966244
400,"0010",0.9030899869919435
400,"0011",8.999999977850981
400,"0100",0.0
400,"0101",0.0
400,"0110",0.6989700043360189
400,"0111",1.5314789170422551
400,"1000",0.0
400,"1010",0.0
400,"1011",0.47712125471966244
400,"1100",0.0
400,"1110",0.0
410,"0000",0.0
410,"0001",0.47712125471966244
410,"0010",0.9030899869919435
410,"0011",8.999999978285276
410,"0100",0.0
410,"0101",0.0
410,"0110",0.47712125471966244
410,"0111",1.5185139398778875
410,"1000",0.0
410,"1010",0.0
410,"1011",0.47712125471966244
410,"1100",0.0
410,"1110",0.0
420,"0000",0.0
420,"0001",0.3010299956639812
420,"0010",0.8450980400142568
420,"0011",8.999999979588159
420,"0100",0.0
420,"0101",0.0
420,"0110",0.0
420,"0111",1.5314789170422551
420,"1000",0.0
420,"1010",0.0
420,"1011",0.47712125471966244
420,"1100",0.0
420,"1110",0.0
430,"0000",0.0
430,"0001",0.47712125471966244
430,"0010",0.8450980400142568
430,"0011",8.999999979588159
430,"0100",0.0
430,"0101",0.0
430,"0110",0.0
430,"0111",1.5314789170422551
430,"1000",0.0
430,"1010",0.0
430,"1011",0.3010299956639812
430,"1100",0.0
430,"1110",0.0
440,"0000",0.0
440,"0001",0.3010299956639812
440,"0010",0.8450980400142568
440,"0011",8.999999979153865
440,"0100",0.0
440,"0101",0.0
440,"0110",0.0
440,"0111",1.5440680443502757
440,"1000",0.0
440,"1010",0.0
440,"1011",0.47712125471966244
440,"1100",0.0
440,"1110",0.0
450,"0000",0.0
450,"0001",0.3010299956639812
450,"0010",0.7781512503836436
450,"0011",8.99999997871957
450,"0100",0.0
450,"0101",0.0
450,"0110",0.0
450,"0111",1.5563025007672873
450,"1000",0.0
450,"1010",0.0
450,"1011",0.47712125471966244
450,"1100",0.0
450,"1110",0.0
460,"0000",0.0
460,"0001",0.3010299956639812
460,"0010",0.8450980400142568
460,"0011",8.999999980891042
460,"0100",0.0
460,"0101",0.0
460,"0110",0.0
460,"0111",1.4771212547196624
460,"1000",0.0
460,"1010",0.0
460,"1011",0.47712125471966244
460,"1100",0.0
460,"1110",0.0
470,"0000",0.0
470,"0001",0.47712125471966244
470,"0010",0.9030899869919435
470,"0011",8.999999979588159
470,"0100",0.0
470,"0101",0.0
470,"0110",0.0
470,"0111",1.4913616938342726
470,"1000",0.0
470,"1010",0.0
470,"1011",0.6020599913279624
470,"1100",0.0
470,"1110",0.0
480,"0000",0.0
480,"0001",0.47712125471966244
480,"0010",0.8450980400142568
480,"0011",8.999999980891042
480,"0100",0.0
480,"0101",0.0
480,"0110",0.0
480,"0111",1.505149978319906
480,"1000",0.0
480,"1010",0.0
480,"1011",0.3010299956639812
480,"1100",0.0
480,"1110",0.0
490,"0000",0.0
490,"0001",0.47712125471966244
490,"0010",0.9542425094393249
490,"0011",8.999999978285276
490,"0100",0.0
490,"0101",0.0
490,"0110",0.0
490,"0111",1.5440680443502757
490,"1000",0.0
490,"1010",0.0
490,"1011",0.3010299956639812
490,"1100",0.0
490,"1110",0.0
500,"0000",0.0
500,"0001",0.3010299956639812
500,"0010",0.7781512503836436
500,"0011",8.999999980456748
500,"0100",0.0
500,"0101",0.0
500,"0110",0.0
500,"0111",1.5185139398778875
500,"1000",0.0
500,"1010",0.0
500,"1011",0.3010299956639812
500,"1100",0.0
500,"1110",0.0
510,"0000",0.0
510,"0001",0.47712125471966244
510,"0010",0.8450980400142568
510,"0011",8.999999980456748
510,"0100",0.0
510,"0101",0.0
510,"0110",0.0
510,"0111",1.5185139398778875
510,"1000",0.0
510,"1010",0.0
510,"1011",0.47712125471966244
510,"1100",0.0
510,"1110",0.0
520,"0000",0.0
520,"0001",0.3010299956639812
520,"0010",0.8450980400142568
520,"0011",8.999999980891042
520,"0100",0.0
520,"0101",0.0
520,"0110",0.0
520,"0111",1.505149978319906
520,"1000",0.0
520,"1010",0.0
520,"1011",0.47712125471966244
520,"1100",0.0
520,"1110",0.0
530,"0000",0.0
530,"0001",0.3010299956639812
530,"0010",0.8450980400142568
530,"0011",8.999999980891042
530,"0100",0.0
530,"0101",0.0
530,"0110",0.0
530,"0111",1.505149978319906
530,"1000",0.0
530,"1010",0.0
530,"1011",0.3010299956639812
530,"1100",0.0
530,"1110",0.0
540,"0000",0.0
540,"0001",0.47712125471966244
540,"0010",0.8450980400142568
540,"0011",8.999999980891042
540,"0100",0.0
540,"0101",0.0
540,"0110",0.0
540,"0111",1.505149978319906
540,"1000",0.0
540,"1010",0.0
540,"1011",0.47712125471966244
540,"1100",0.0
540,"1110",0.0
550,"0000",0.0
550,"0001",0.47712125471966244
550,"0010",0.9030899869919435
550,"0011",8.999999980022453
550,"0100",0.0
550,"0101",0.0
550,"0110",0.0
550,"0111",1.5185139398778875
550,"1000",0.0
550,"1010",0.0
550,"1011",0.47712125471966244
550,"1100",0.0
550,"1110",0.0
560,"0000",0.0
560,"0001",0.3010299956639812
560,"0010",0.9030899869919435
560,"0011",8.999999979588159
560,"0100",0.0
560,"0101",0.0
560,"0110",0.0
560,"0111",1.5185139398778875
560,"1000",0.0
560,"1010",0.0
560,"1011",0.47712125471966244
560,"1100",0.0
560,"1110",0.0
570,"0000",0.0
570,"0001",0.47712125471966244
570,"0010",0.8450980400142568
570,"0011",8.99999997871957
570,"0100",0.0
570,"0101",0.0
570,"0110",0.0
570,"0111",1.5440680443502757
570,"1000",0.0
570,"1010",0.0
570,"1011",0.47712125471966244
570,"1100",0.0
570,"1110",0.0
580,"0000",0.0
580,"0001",0.6020599913279624
580,"0010",0.8450980400142568
580,"0011",8.999999979588159
580,"0100",0.0
580,"0101",0.0
580,"0110",0.0
580,"0111",1.5314789170422551
580,"1000",0.0
580,"1010",0.0
580,"1011",0.3010299956639812
580,"1100",0.0
580,"1110",0.0
590,"0000",0.0
590,"0001",0.47712125471966244
590,"0010",0.9030899869919435
590,"0011",8.999999981325336
590,"0100",0.0
590,"0101",0.0
590,"0110",0.0
590,"0111",1.4771212547196624
590,"1000",0.0
590,"1010",0.0
590,"1011",0.3010299956639812
590,"1100",0.0
590,"1110",0.0
600,"0000",0.0
600,"0001",0.3010299956639812
600,"0010",0.8450980400142568
600,"0011",8.999999980456748
600,"0100",0.0
600,"0101",0.0
600,"0110",0.0
600,"0111",1.5185139398778875
600,"1000",0.0
600,"1010",0.0
600,"1011",0.47712125471966244
600,"1100",0.0
600,"1110",0.0
610,"0000",0.0
610,"0001",0.47712125471966244
610,"0010",0.8450980400142568
610,"0011",8.999999980022453
610,"0100",0.0
610,"0101",0.0
610,"0110",0.0
610,"0111",1.505149978319906
610,"1000",0.0
610,"1010",0.0
610,"1011",0.47712125471966244
610,"1100",0.0
610,"1110",0.0
620,"0000",0.0
620,"0001",0.47712125471966244
620,"0010",0.9030899869919435
620,"0011",8.99999997871957
620,"0100",0.0
620,"0101",0.0
620,"0110",0.0
620,"0111",1.5440680443502757
620,"1000",0.0
620,"1010",0.0
620,"1011",0.6020599913279624
620,"1100",0.0
620,"1110",0.0
630,"0000",0.0
630,"0001",0.3010299956639812
630,"0010",0.8450980400142568
630,"0011",8.999999980022453
630,"0100",0.0
630,"0101",0.0
630,"0110",0.0
630,"0111",1.5314789170422551
630,"1000",0.0
630,"1010",0.0
630,"1011",0.47712125471966244
630,"1100",0.0
630,"1110",0.0
640,"0000",0.0
640,"0001",0.3010299956639812
640,"0010",0.9030899869919435
640,"0011",8.999999979153865
640,"0100",0.0
640,"0101",0.0
640,"0110",0.0
640,"0111",1.5314789170422551
640,"1000",0.0
640,"1010",0.0
640,"1011",0.6020599913279624
640,"1100",0.0
640,"1110",0.0
650,"0000",0.0
650,"0001",0.47712125471966244
650,"0010",0.8450980400142568
650,"0011",8.999999980022453
650,"0100",0.0
650,"0101",0.0
650,"0110",0.0
650,"0111",1.5185139398778875
650,"1000",0.0
650,"1010",0.0
650,"1011",0.3010299956639812
650,"1100",0.0
650,"1110",0.0
660,"0000",0.0
660,"0001",0.6020599913279624
660,"0010",0.9030899869919435
660,"0011",8.999999979153865
660,"0100",0.0
660,"0101",0.0
660,"0110",0.0
660,"0111",1.505149978319906
660,"1000",0.0
660,"1010",0.0
660,"1011",0.6020599913279624
660,"1100",0.0
660,"1110",0.0
670,"0000",0.0
670,"0001",0.3010299956639812
670,"0010",0.8450980400142568
670,"0011",8.999999979153865
670,"0100",0.0
670,"0101",0.0
670,"0110",0.0
670,"0111",1.5185139398778875
670,"1000",0.0
670,"1010",0.0
670,"1011",0.6020599913279624
670,"1100",0.0
670,"1110",0.0
680,"0000",0.0
680,"0001",0.47712125471966244
680,"0010",0.9030899869919435
680,"0011",8.999999980022453
680,"0100",0.0
680,"0101",0.0
680,"0110",0.0
680,"0111",1.5185139398778875
680,"1000",0.0
680,"1010",0.0
680,"1011",0.47712125471966244
680,"1100",0.0
680,"1110",0.0
690,"0000",0.0
690,"0001",0.47712125471966244
690,"0010",0.9030899869919435
690,"0011",8.99999997871957
690,"0100",0.0
690,"0101",0.0
690,"0110",0.0
690,"0111",1.5185139398778875
690,"1000",0.0
690,"1010",0.0
690,"1011",0.47712125471966244
690,"1100",0.0
690,"1110",0.0
700,"0000",0.0
700,"0001",0.6020599913279624
700,"0010",0.8450980400142568
700,"0011",8.999999980022453
700,"0100",0.0
700,"0101",0.0
700,"0110",0.0
700,"0111",1.5185139398778875
700,"1000",0.0
700,"1010",0.0
700,"1011",0.3010299956639812
700,"1100",0.0
700,"1110",0.0
710,"0000",0.0
710,"0001",0.3010299956639812
710,"0010",0.8450980400142568
710,"0011",8.999999980891042
710,"0100",0.0
710,"0101",0.0
710,"0110",0.0
710,"0111",1.505149978319906
710,"1000",0.0
710,"1010",0.0
710,"1011",0.3010299956639812
710,"1100",0.0
710,"1110",0.0
720,"0000",0.0
720,"0001",0.3010299956639812
720,"0010",0.9030899869919435
720,"0011",8.999999980891042
720,"0100",0.0
720,"0101",0.0
720,"0110",0.0
720,"0111",1.4913616938342726
720,"1000",0.0
720,"1010",0.0
720,"1011",0.3010299956639812
720,"1100",0.0
720,"1110",0.0
730,"0000",0.0
730,"0001",0.47712125471966244
730,"0010",0.8450980400142568
730,"0011",8.999999980022453
730,"0100",0.0
730,"0101",0.0
730,"0110",0.0
730,"0111",1.5185139398778875
730,"1000",0.0
730,"1010",0.0
730,"1011",0.47712125471966244
730,"1100",0.0
730,"1110",0.0
740,"0000",0.0
740,"0001",0.3010299956639812
740,"0010",0.8450980400142568
740,"0011",8.999999979588159
740,"0100",0.0
740,"0101",0.0
740,"0110",0.0
740,"0111",1.5314789170422551
740,"1000",0.0
740,"1010",0.0
740,"1011",0.47712125471966244
740,"1100",0.0
740,"1110",0.0
750,"0000",0.0
750,"0001",0.3010299956639812
750,"0010",0.8450980400142568
750,"0011",8.999999979588159
750,"0100",0.0
750,"0101",0.0
750,"0110",0.0
750,"0111",1.5314789170422551
750,"1000",0.0
750,"1010",0.0
750,"1011",0.47712125471966244
750,"1100",0.0
750,"1110",0.0
760,"0000",0.0
760,"0001",0.47712125471966244
760,"0010",0.9030899869919435
760,"0011",8.999999980456748
760,"0100",0.0
760,"0101",0.0
760,"0110",0.0
760,"0111",1.505149978319906
760,"1000",0.0
760,"1010",0.0
760,"1011",0.3010299956639812
760,"1100",0.0
760,"1110",0.0
770,"0000",0.0
770,"0001",0.6020599913279624
770,"0010",0.8450980400142568
770,"0011",8.999999979588159
770,"0100",0.0
770,"0101",0.0
770,"0110",0.0
770,"0111",1.5314789170422551
770,"1000",0.0
770,"1010",0.0
770,"1011",0.3010299956639812
770,"1100",0.0
770,"1110",0.0
780,"0000",0.0
780,"0001",0.47712125471966244
780,"0010",0.9542425094393249
780,"0011",8.999999979588159
780,"0100",0.0
780,"0101",0.0
780,"0110",0.0
780,"0111",1.5314789170422551
780,"1000",0.0
780,"1010",0.0
780,"1011",0.3010299956639812
780,"1100",0.0
780,"1110",0.0
790,"0000",0.0
790,"0001",0.3010299956639812
790,"0010",0.9030899869919435
790,"0011",8.999999980456748
790,"0100",0.0
790,"0101",0.0
790,"0110",0.0
790,"0111",1.505149978319906
790,"1000",0.0
790,"1010",0.0
790,"1011",0.47712125471966244
790,"1100",0.0
790,"1110",0.0
800,"0000",0.0
800,"0001",0.47712125471966244
800,"0010",0.9542425094393249
800,"0011",8.999999979153865
800,"0100",0.0
800,"0101",0.0
800,"0110",0.0
800,"0111",1.5314789170422551
800,"1000",0.0
800,"1010",0.0
800,"1011",0.47712125471966244
800,"1100",0.0
800,"1110",0.0
810,"0000",0.0
810,"0001",0.3010299956639812
810,"0010",0.8450980400142568
810,"0011",8.999999980022453
810,"0100",0.0
810,"0101",0.0
810,"0110",0.0
810,"0111",1.5185139398778875
810,"1000",0.0
810,"1010",0.0
810,"1011",0.6020599913279624
810,"1100",0.0
810,"1110",0.0
820,"0000",0.0
820,"0001",0.47712125471966244
820,"0010",0.7781512503836436
820,"0011",8.999999980891042
820,"0100",0.0
820,"0101",0.0
820,"0110",0.0
820,"0111",1.5185139398778875
820,"1000",0.0
820,"1010",0.0
820,"1011",0.47712125471966244
820,"1100",0.0
820,"1110",0.0
830,"0000",0.0
830,"0001",0.47712125471966244
830,"0010",0.7781512503836436
830,"0011",8.999999979588159
830,"0100",0.0
830,"0101",0.0
830,"0110",0.0
830,"0111",1.5314789170422551
830,"1000",0.0
830,"1010",0.0
830,"1011",0.6020599913279624
830,"1100",0.0
830,"1110",0.0
840,"0000",0.0
840,"0001",0.3010299956639812
840,"0010",0.9030899869919435
840,"0011",8.999999979153865
840,"0100",0.0
840,"0101",0.0
840,"0110",0.0
840,"0111",1.5440680443502757
840,"1000",0.0
840,"1010",0.0
840,"1011",0.47712125471966244
840,"1100",0.0
840,"1110",0.0
850,"0000",0.0
850,"0001",0.47712125471966244
850,"0010",0.9030899869919435
850,"0011",8.999999977850981
850,"0100",0.0
850,"0101",0.0
850,"0110",0.0
850,"0111",1.5563025007672873
850,"1000",0.0
850,"1010",0.0
850,"1011",0.47712125471966244
850,"1100",0.0
850,"1110",0.0
860,"0000",0.0
860,"0001",0.47712125471966244
860,"0010",0.9542425094393249
860,"0011",8.999999978285276
860,"0100",0.0
860,"0101",0.0
860,"0110",0.0
860,"0111",1.5563025007672873
860,"1000",0.0
860,"1010",0.0
860,"1011",0.47712125471966244
860,"1100",0.0
860,"1110",0.0
870,"0000",0.0
870,"0001",0.47712125471966244
870,"0010",0.8450980400142568
870,"0011",8.99999997871957
870,"0100",0.0
870,"0101",0.0
870,"0110",0.0
870,"0111",1.5440680443502757
870,"1000",0.0
870,"1010",0.0
870,"1011",0.3010299956639812
870,"1100",0.0
870,"1110",0.0
880,"0000",0.0
880,"0001",0.47712125471966244
880,"0010",0.9542425094393249
880,"0011",8.99999997871957
880,"0100",0.0
880,"0101",0.0
880,"0110",0.0
880,"0111",1.5440680443502757
880,"1000",0.0
880,"1010",0.0
880,"1011",0.47712125471966244
880,"1100",0.0
880,"1110",0.0
890,"0000",0.0
890,"0001",0.47712125471966244
890,"0010",0.9542425094393249
890,"0011",8.999999978285276
890,"0100",0.0
890,"0101",0.0
890,"0110",0.0
890,"0111",1.5440680443502757
890,"1000",0.0
890,"1010",0.0
